Kreise_Code,D.GVAREALPWln,D.tas,D.tas2,D.hotday.d,D.coldday.d,D.prec,D.precpd,D.CAPPWln,GVAREALPWln0
1059,0.07893289347478083,0.7074056235602768,13.425883493057455,1.3999999999999986,-4.6000000000000005,14.84506977814749,0.22015832369079114,0.0325194168789702,3.8806013752797646
1060,0.07462693726507474,0.6544523765625705,12.594594657919501,-0.6000000000000014,-4.0,-52.77705001318043,-0.17661929612415617,0.0388109136459347,3.994754656478486
1061,0.1700166433603072,0.750122832088767,14.704137366055875,2.0,-3.1999999999999993,-50.20406461496543,-0.18695122824218058,0.04028907706717977,3.997665213713861
1062,0.0804810493967203,0.6552772741002606,12.716413399563038,-1.0,-3.3999999999999995,-63.51099046556982,-0.21731880146774785,0.05500737737642414,4.02227416128607
2000,-0.03246827521573259,0.6154701584896003,12.51326776267804,-0.5999999999999979,-4.6000000000000005,-63.15363260753787,-0.1696508458331909,0.13618402200357238,4.407203289449223
3101,0.18348131959121883,0.821950043732441,17.221670022767753,-1.0,-3.4000000000000004,-61.11519786696232,-0.263211400486715,0.04098215497226754,4.402365669305573
3102,0.28335959820437573,0.8565619320594031,17.75584889003325,-0.8000000000000007,-3.5999999999999996,-52.91965288934739,-0.2272326130667044,0.03484095261320608,4.134519482996739
3103,0.36747694281392906,0.6475125849986565,13.52795455603514,-6.0,-3.3999999999999995,-67.21211933378572,-0.35328986152813835,0.07463605365727588,4.623310548056012
3151,0.11622441209557,0.6625810627339206,13.53634060554272,-4.599999999999998,-4.199999999999999,-46.684696574027555,-0.2345083649241253,0.05412952969076734,3.855922616182943
3153,0.12077710678713327,0.8584424544585243,15.233270868452095,-0.3999999999999986,-2.3999999999999995,-113.80608412319873,-0.3392499525791022,0.04675764638242175,3.8730297160384857
3154,0.022003963765497403,0.6379511866830079,13.157629674294242,-7.199999999999999,-1.9999999999999991,-72.64752597565649,-0.19089129773843427,0.0408629925469457,3.929814213799486
3155,0.07728516720238598,0.7706582792724017,14.684747975369504,-0.40000000000000213,-3.6000000000000005,-82.96050865115029,-0.25534004132548493,0.04307307697339713,3.883370752919445
3157,0.08308732901292926,0.7970823770715807,16.685468261904987,-2.799999999999997,-4.2,-49.57372746928195,-0.24520164246085785,0.06192017259997762,3.9112142000410657
3158,0.15336792111818998,0.8209590194029737,17.06699096721428,-1.3999999999999986,-3.2,-56.36444455875517,-0.15872373441046594,0.04496648858190966,3.877104839680575
3159,0.054199224619974284,0.7946172881766351,14.94590723979033,-0.20000000000000284,-2.2,-96.8968064402464,-0.2622453975595451,0.047697597101010736,3.962751751289065
3241,0.07851555752930839,0.7059876836661765,14.866380648298389,-3.599999999999998,-3.799999999999999,-64.72437653813154,-0.252002950524818,0.0464116259244971,4.102051180812071
3251,0.07738016143345527,0.6551833258283519,13.66848986761508,0.1999999999999993,-3.0,-77.82646745133098,-0.17057357924723004,0.038363515053987385,3.927999501240579
3252,0.1585640325974822,0.7413395628739323,14.94007478292012,-1.1999999999999993,-3.2,-80.90641162470462,-0.2902471494791814,0.05618209983603606,3.9769399453251104
3254,0.07368896448229822,0.6389787429305276,12.947955399213242,-1.8000000000000007,-1.9999999999999991,-60.57146806113957,-0.2658691462138678,0.04429555121579387,3.8938818531811354
3255,0.17672807430309012,0.8153742942964222,15.56935200561027,-2.1999999999999993,-3.2,-105.21715440579862,-0.3312611659748743,0.05812542521284758,3.9388561195416165
3256,0.0970933907226712,0.6600373847095309,14.153053170817273,-2.599999999999998,-2.4000000000000004,-81.41324422328489,-0.18695950266131045,0.0460508843569567,3.9144480080531423
3257,0.03212025809581398,0.7000092687669834,14.762302960196223,-2.8000000000000007,-1.9999999999999991,-80.79672500100884,-0.11763245559116386,0.0522770283738172,3.930317868755054
3351,0.06081690273727647,0.7468218161385316,14.913264335113283,-1.2000000000000028,-5.4,-65.63164437144451,-0.2281777451344158,0.02836216224303545,3.940357427715297
3352,0.11344554088772307,0.6396002501290123,12.861633060858424,0.0,-2.6000000000000005,-73.4041874164605,-0.20334383361005548,0.04063715862046546,3.8543879471359968
3353,0.05029751151195727,0.7051898441823337,14.077497519105123,-0.6000000000000014,-5.4,-76.34393679372528,-0.22615070553112404,0.039511264838218096,3.9198876758574723
3354,0.13050300922633262,0.8241755510508124,16.554831582929268,1.6000000000000014,-2.8000000000000007,-53.65585661504656,-0.1619412516836689,0.04115576705925683,3.7923734077449422
3355,0.07897058481572605,0.7665729625857658,15.338233431426119,1.8000000000000007,-5.199999999999999,-63.02799260292272,-0.24049483482802025,0.04620252912540135,3.8677479590134
3356,0.02706233584786588,0.595782480842443,12.09634446954378,-0.1999999999999993,-2.2,-82.71327236218417,-0.22825652831454768,0.041910159844439576,3.8643792282296463
3357,0.1989925386053324,0.6852030329701417,13.806248483787911,-0.8000000000000007,-3.2,-97.64937120658186,-0.24996804986976806,0.050940391290921205,3.8011292871655513
3358,0.11787522165228603,0.7188631189554862,14.303831643901532,-1.0,-4.200000000000001,-92.97633864578393,-0.2987925861709275,0.043048253545300064,3.8987748681633305
3359,0.024436457768978848,0.674787602922331,13.446486091411913,-1.3999999999999986,-3.0,-86.6812476320294,-0.27342399637876613,0.04704957611681859,4.039960415309757
3360,0.1541764573889406,0.7443142229757509,14.639141203050585,-1.2000000000000028,-4.3999999999999995,-56.96702320385316,-0.24799408872847994,0.040381085024361774,3.792118792160103
3361,0.061770622462591795,0.58920047864253,12.315895092470129,-2.599999999999998,-2.1999999999999993,-112.97658675106669,-0.3317841161913091,0.04656831411085971,3.9739828482193813
3401,0.10682808268992527,0.776179357833243,15.941373458897019,2.8000000000000007,-3.6000000000000005,-89.2370480352198,-0.23432648602963213,0.040803784703497215,3.7327196898175328
3402,0.24530152567841945,0.6426648751945656,13.101623529657601,3.6000000000000014,-3.5999999999999996,-37.33450300012197,-0.2238099184608957,0.059316232019622994,4.041054136430802
3403,0.029606260364754,0.5595384207666871,11.563913573550963,-3.0,-3.2,-72.5848983345225,-0.11983536625104052,0.04705727513003488,4.0106121615703705
3404,0.055451944656641494,0.5070713497811283,10.68639785659255,-0.6000000000000014,-0.20000000000000018,-88.20092262620301,-0.10160416131166494,0.053600517345383736,3.9354177484395363
3405,-0.028442048568152245,0.623290368214608,12.837604900131026,-3.6000000000000014,-1.2000000000000002,-76.10505106461108,-0.32850089751753053,0.037850137175960974,4.089530367737929
3451,0.158679605351439,0.5183178862124755,10.695931192902748,-3.8000000000000007,-1.5999999999999996,-56.18768995404429,-0.13077741440733592,0.0353270308172684,3.8130517865788502
3452,0.09455662914114171,0.6634900190089841,13.544524272052627,0.6000000000000014,-2.8,-51.04809677573451,-0.16754836797845152,0.03279349245910801,3.81267432477673
3453,0.044386815832098137,0.5991774233122431,12.375349455782398,0.1999999999999993,-1.7999999999999998,-62.294942486765706,-0.10307550897282947,0.04663942965962686,3.9201717575500914
3454,0.11559214199282097,0.5434493844546786,11.42906813921752,-0.1999999999999993,-1.4000000000000004,-53.530033948752475,-0.15372381430705406,0.033608247280448644,3.994171760219587
3455,0.06626770010270766,0.6312925737720096,12.94805182416799,-3.1999999999999993,-1.5999999999999996,-58.304885127142654,-0.19813354952852258,0.034951576178436916,3.8933356141368782
3456,0.1277931558955414,0.5078919585615704,10.803872673602129,0.40000000000000213,-2.0,-62.91557268476686,-0.14325759954082407,0.03976926632576916,3.823016558644913
3457,0.01944402110532195,0.6107156690534588,12.562142466579303,0.1999999999999993,-0.8000000000000007,-55.61418855450586,-0.12250171723804382,0.04256052463979554,3.91807420699595
3458,0.06643126901579466,0.7140051702221051,14.594157056607244,0.6000000000000014,-2.4000000000000004,-83.99819777442201,-0.1811996078971574,0.041182569343111375,3.868788753363776
3459,0.08663712260535394,0.542747279256421,11.412514420125632,-1.0,-0.5999999999999996,-87.35353457589957,-0.16512178222300977,0.050402712367305647,3.8872622678547084
3460,0.08290400665452724,0.6625609123582947,13.701570469531006,1.4000000000000021,-2.2,-63.40029538318197,-0.11956270854570161,0.03715669942142252,3.9339696924486325
3461,0.034627140765140396,0.5838398342259712,12.100460566986285,-1.4000000000000021,-1.2000000000000002,-83.04974484147783,-0.2690053893837163,0.02650036116179244,4.131476738122111
3462,0.1525451220682199,0.6062772120320847,12.372507783738982,-2.8000000000000007,-1.5999999999999996,-51.00713576266662,-0.08328902907481783,0.02867071340613503,3.781118388928157
4011,0.02529866164505723,0.7525860743810142,15.416844940815423,2.6000000000000014,-3.200000000000001,-96.26805075940405,-0.30819707862431867,0.02750466783679517,4.166022307072972
4012,-0.04505265579670237,0.5737200428905354,11.972634534619019,-0.8000000000000007,-0.40000000000000036,-57.98207936902281,-0.18249384428439064,0.019217752029407897,4.021755034940627
5111,-0.044215721400942876,0.5068100849642896,11.788154721558925,-3.0,0.20000000000000018,-102.05225024274586,-0.30318563291609557,0.035743119418341074,4.419459482647492
5112,0.02127058977387275,0.44069031569895856,10.342360684720688,-2.0,-0.1999999999999993,-101.67466321845859,-0.21218412852315294,0.03387667838081132,4.139952587874683
5113,0.011939961383872877,0.5779239799119917,13.011573807635259,-1.3999999999999986,-0.40000000000000036,-102.6133525961796,-0.2706860260060999,0.03602085605484451,4.152883580284603
5114,-0.012724722064383798,0.42240111943655023,9.850325875953956,-3.200000000000003,0.0,-117.66902567147145,-0.3035228167330184,0.044404394014946114,4.1618866892026
5116,0.027700841315883462,0.5656650922906845,12.86630305909064,-0.6000000000000014,-0.40000000000000036,-124.93616635658577,-0.5373849264244939,0.04358629542901493,3.987168994261735
5117,0.08612607567994868,0.5770603895653554,13.198299810434506,-1.3999999999999986,-0.7999999999999998,-94.49134451555301,-0.25590999402087267,0.02757877637375028,4.057561929789256
5119,-0.00513301689430623,0.4850470003502032,11.223783014843036,-1.4000000000000021,-1.4000000000000004,-82.82690833443911,-0.20868000288185584,0.026506744731161547,3.963899940957259
5120,0.06947906994535646,0.6453149575834249,13.109642217159802,-1.1999999999999993,0.0,-158.09281121107188,-0.40351539418196003,0.0472982348212323,3.972851712834725
5122,0.14637201775011732,0.5629697327187309,12.294325726046551,-3.3999999999999986,0.1999999999999993,-113.96546248220898,-0.39152020055389203,0.04624098222522477,3.9276874471233203
5124,0.06350303256606082,0.5843381580400528,12.11920447169436,-2.400000000000002,0.1999999999999993,-115.198385461508,-0.2749245325126566,0.037033792826870915,4.098385538201628
5154,0.1517381602723873,0.7114677582552051,15.95077747935322,0.0,-2.799999999999999,-69.12805232597373,-0.22844204881711905,0.04040087761393796,3.83423134113161
5158,0.09980315476718093,0.5669310174210871,12.613832515325939,-1.6000000000000014,0.1999999999999993,-97.53251390736216,-0.2835281712907092,0.037493732765968346,4.094495962700199
5162,0.05801014135952709,0.5147918064673576,11.914426549041735,-2.599999999999998,0.5999999999999996,-124.0150366422888,-0.45544520752869255,0.03879744385177375,4.261294637719964
5166,0.05465982132269298,0.5959958234926379,13.540945354095413,0.1999999999999993,0.0,-98.05293095830126,-0.31675634912327655,0.04361948032361784,3.957839643525768
5170,0.09426003112077908,0.6931530586227144,15.768713398430691,1.5999999999999979,-1.5999999999999996,-92.8862241239953,-0.28951155893343206,0.042167100232789245,3.9294350980880424
5314,-0.012175542318262345,0.6278900461288242,14.062988177369306,-1.1999999999999993,-2.0,-66.5218668148429,-0.1499955940703579,0.038809703016221775,4.440645110902993
5315,0.006008853672208048,0.41212707476631216,9.765971780301612,-6.199999999999999,1.3999999999999995,-101.67462314571708,-0.26187610225886115,0.03523370787219271,4.258198845973032
5316,-0.07808105806526733,0.3815328419208033,8.95451720666685,-6.199999999999999,1.7999999999999998,-104.91054863049959,-0.2982986448864322,0.06892990523430775,4.516558129859693
5334,0.07276352109902984,0.5188022081307047,10.707468625790966,-2.0,0.20000000000000018,-88.71065498407785,-0.209230061769351,0.03629934240436494,4.006122610917372
5358,0.009210042183347422,0.6686903139243423,14.470895338645178,-1.0,-1.2000000000000002,-87.94518141723944,-0.21526945892875293,0.037390206873804566,3.9902786161483776
5362,0.10679409175196408,0.5108852129677555,11.659741307684783,-3.3999999999999986,0.0,-100.34789557934164,-0.3066707812594982,0.038146691404532085,4.169089903285971
5366,-0.02830045499470213,0.6115353319818908,11.669110868932847,-0.5999999999999979,-0.39999999999999947,-64.32512579393301,-0.1844525120865328,0.03818747148994461,4.007313531781059
5370,0.06257872854600954,0.7200706957922254,16.183677940514926,0.6000000000000014,-1.0,-81.40941020462697,-0.27770410351784713,0.03910406205323458,3.8800650988529366
5374,0.049754762241629,0.6404192838643006,12.651072212664005,-3.1999999999999993,-0.5999999999999996,-160.7739340461817,-0.26066140784780734,0.03914500472519489,4.010563470431657
5378,0.030283641521838156,0.6150207711451774,13.273207694468837,-3.3999999999999986,0.7999999999999998,-139.67094467627555,-0.3115386794076387,0.03720645781940668,4.023891987020009
5382,0.02491280420267472,0.6190445113038567,13.493698947741876,-1.6000000000000014,-1.3999999999999995,-88.2250290601695,-0.21272518709717403,0.035655950416152216,4.045040486979699
5512,0.09839137139694909,0.4657842243325909,10.619370122233832,-2.8000000000000007,-0.40000000000000036,-92.12386115666749,-0.32793473710202536,0.03405720087883157,3.7524428780605112
5513,0.006087590156691469,0.2968402427677024,6.739925023519376,-5.800000000000001,0.39999999999999947,-113.89561927906107,-0.28098765076286325,0.030832284272596766,4.071440987511216
5515,-0.15064278853575974,0.6802388204022485,14.717306690786131,-0.1999999999999993,-0.39999999999999947,-65.65284955891087,-0.18357725864925278,0.030781125032937062,4.309777034215371
5554,0.1472905843037875,0.6008618769523206,13.015127788040559,-0.1999999999999993,-2.2,-80.51118454399545,-0.25790210039539474,0.033353512669754615,3.8775003609218777
5558,0.08676806380921143,0.4807256787623153,10.430832638391706,-3.1999999999999993,0.39999999999999947,-93.91639261974791,-0.23942329545468022,0.025606459537367954,3.8908080465511934
5562,0.10852861272324255,0.23133050584805837,5.1529287199569325,-5.800000000000001,1.0,-126.09414267538489,-0.39794532919684444,0.04116945432349706,3.900129754744957
5566,0.13175580686195243,0.6436488876106257,13.790254547890513,-0.1999999999999993,-1.1999999999999993,-66.36541212595006,-0.14457855204523895,0.03477291183191511,3.8772127520533513
5570,0.11040070327248852,0.6551487662946585,14.11930744504248,-2.0,0.0,-89.39307588723887,-0.31422111058402535,0.03644179511437873,3.916794238623422
5711,0.04384532659487883,0.4492594379981174,9.343911813050099,-5.400000000000002,-1.1999999999999993,-75.39472573046947,-0.12278569750406199,0.04355349025255517,3.9662212858055033
5754,0.09281656749856726,0.4964811860530336,10.547961841800003,-2.6000000000000014,-0.40000000000000036,-92.86540351316398,-0.2381323806113822,0.037452601330156376,4.099906840594307
5758,0.029114537135964014,0.5272787045469496,11.075466649488973,-3.8000000000000007,-1.3999999999999995,-101.91533046669451,-0.28434268597577095,0.04402733620320909,4.021261544254869
5762,0.06863008119903213,0.7988534982470483,15.33108738208199,-3.1999999999999993,-4.200000000000001,-109.82355114160816,-0.16902273253191313,0.027784143295208175,3.8860717900382626
5766,0.07975525398090921,0.7659664597753633,15.386185735465517,1.0,-2.8,-111.56308440820101,-0.26477972539715244,0.03985719136723631,3.9515238140263054
5770,0.12439212470201522,0.6193031891579253,13.166419185758912,-0.6000000000000014,-2.4000000000000004,-74.89407530851099,-0.09054538408290003,0.03502488467033871,4.043195632438667
5774,0.09271798623551986,0.7434668762191006,14.749855391020091,-2.0,-2.0,-133.45783052740853,-0.38341380185563345,0.03740235439668016,3.948375743442082
5911,0.03855220264270054,0.38704261733810164,8.572638513260884,-3.599999999999998,0.0,-68.53045883043899,-0.12664431896169281,0.046731471641730415,3.9741415158538307
5913,0.040738534317312336,0.3498975675017544,7.521556788337747,-3.599999999999998,0.5999999999999996,-93.93114083750481,-0.26702455424024185,0.035876209947963034,4.041519387773579
5914,0.07430134037634639,0.5246912149818534,10.789350111153198,-2.400000000000002,-2.0,-140.86702884888132,-0.42229207503299726,0.0379679220298188,3.94786103365689
5915,0.09889247808804402,0.5904891671368055,12.831942023497277,-2.1999999999999993,0.40000000000000036,-118.05152496372926,-0.4828353119206157,0.03753350294631641,3.88549924489584
5916,0.18569548756553855,0.26968234932954616,5.949935464507391,-5.199999999999999,0.5999999999999996,-98.4900639911308,-0.21723780972599727,0.040374148827237555,3.7670805395060785
5954,0.07474022672187397,0.5364525778930069,11.203419084012836,-2.1999999999999993,-0.40000000000000036,-117.1625410173225,-0.21992570754757423,0.037865660157994974,3.969398819044527
5958,0.08193397375745226,0.5678573180302244,9.789664781437992,-4.600000000000001,0.20000000000000018,-140.09219506181546,-0.20044068269070547,0.03844583892786613,3.9144562780429557
5962,0.08712791040028822,0.5185574017272359,9.786846991003472,-3.8000000000000007,-0.39999999999999947,-155.975440630967,-0.30373171633694085,0.03775558163838255,4.000442582936117
5966,0.1336361761919762,0.5038403050865892,8.951901572985037,-4.0000000000000036,-0.20000000000000018,-164.22180576873757,-0.23049083559293404,0.02839218233656826,3.940442206056607
5970,0.11378682913719773,0.6443365735714597,11.250159782780031,-2.8000000000000007,-1.0,-144.58518341856313,-0.1357445396116348,0.027657506273401467,3.9763953957181637
5974,0.0921153418580829,0.438525208882135,8.940051281670733,-6.399999999999999,0.39999999999999947,-123.73157029473805,-0.381526194031939,0.03289046990462996,3.987227331348766
5978,0.09010698272444095,0.4176814328304843,8.973867270995925,-4.199999999999999,1.5999999999999996,-112.80453597576093,-0.30344085434870616,0.03983856155860188,3.9597894371843747
6411,0.163781651694217,0.5065218696150566,11.263482013547787,2.8000000000000007,-2.1999999999999993,-60.602663863047155,-0.10132847617540186,0.07281486104919299,4.2209835393646635
6412,-0.07477925643738637,0.58874095043738,13.656444148059364,-1.3999999999999986,-1.4000000000000004,-43.40617010091552,0.04992569586555007,0.07088449259238772,4.513838366832402
6413,-0.13671527862860966,0.5118652584787444,11.860913223489703,-1.1999999999999993,-1.4000000000000004,-47.147253852955885,0.1575724504157865,0.0704869730454245,4.22965164605707
6414,0.033002817499409254,0.5468261684928972,12.084680547955188,-2.0,-0.7999999999999998,-61.272539282537366,-0.034298830096193056,0.06982073557615465,4.354762638816599
6431,-0.05938287137430276,0.41250847899500087,9.141493396575115,-5.199999999999999,-1.1999999999999993,-63.55040874777137,-0.0873053044509573,0.07730604545877728,4.148844429556375
6432,0.04469190529225919,0.5621828625784655,12.353381579712917,-0.1999999999999993,-1.799999999999999,-66.08776034142647,0.0037171714551171853,0.06915712601109636,4.1238711362739435
6433,0.10286567211788444,0.5072089792847319,11.807221219233483,-0.20000000000000284,-1.4000000000000004,-51.50570559251349,-0.03869444445036052,0.084075662016863,4.3228480317956155
6434,-0.12157231881657005,0.7601246143359166,14.707980000156098,1.1999999999999993,-0.7999999999999998,-48.81981186299737,0.061905651916658755,0.06931454676692805,4.465907550465967
6435,0.04457336828402525,0.7623742705961316,15.075653340322006,4.0,-1.3999999999999995,-59.27638813878332,0.15040608644617892,0.070112532371291,4.184089305114525
6436,-0.06533189530876093,0.5546255260753234,12.198220144121194,-0.8000000000000007,-1.0,-45.31949242312254,0.008939431240152729,0.07616450546483922,4.53587120068197
6437,0.012336971736723434,0.5804094163150975,11.871767889217011,-5.0,-1.0,-65.98157144545326,-0.01419843342240723,0.08254138382798981,3.986344224551256
6438,0.14805508917334276,0.6033163584841752,13.627642824710406,0.8000000000000007,-1.3999999999999995,-44.72390696160136,0.021496462779511116,0.07355676653110166,4.151234871832877
6439,0.0027468013161726645,0.6240314852740649,12.575939429246404,-1.3999999999999986,-0.6000000000000005,-52.98700675732732,0.030434024009318383,0.06640342051226256,4.07513743331508
6440,0.1087324733573718,0.688841152405157,14.54823754000806,1.3999999999999986,-2.0,-51.87568154829353,0.012603652378386121,0.06415820029447605,4.024301086409455
6531,-0.013578297016215046,0.556023213426764,11.290451075771657,0.0,-1.2000000000000002,-42.32131794522064,-0.08773497232838401,0.06421913209777763,4.098604266974833
6532,0.04701875533202937,0.7761705427311174,14.502696710542736,4.600000000000001,-1.799999999999999,-84.60413897501883,-0.12786346765280254,0.06736705226376838,4.0149890013947624
6533,0.05827838231913374,0.6567805506545721,13.03402097037818,2.0,-1.5999999999999996,-79.7193385276891,-0.17556833855626763,0.06502586932129084,3.9873545795075356
6534,0.06442123180913928,0.6433366883489704,12.09080524405752,1.5999999999999979,-2.0,-70.8745331561679,-0.062031580518653984,0.0634876654178953,4.068428390429424
6535,0.04877017804235573,0.6666287730218521,12.266535278259084,1.1999999999999993,-1.7999999999999998,-79.2733463663343,-0.05883926898139036,0.05942888421383774,3.927904596689722
6611,0.016412019132876488,0.5716439298572737,11.354430516669083,-2.6000000000000014,-1.5999999999999996,-74.4171055512411,-0.24078043138054284,0.06514074314277529,4.043546747926154
6631,0.020135552670922596,0.8591318884100598,15.38480799920734,3.0,-3.200000000000001,-56.28098557625475,0.13123835142385154,0.06489760526758914,3.9984966211903807
6632,0.04060132502588143,0.8190096388850936,15.141073553881085,2.400000000000002,-3.200000000000001,-57.68382674755742,-0.03804783057719874,0.06718300549808198,4.046321387986092
6633,0.10388904797807275,0.6936267398365601,13.180875205703813,-1.6000000000000014,-2.5999999999999996,-73.54982219406247,-0.12872426300615336,0.0551137676720348,4.038912088499783
6634,0.11258808853937996,0.6735142737926143,12.687871232300878,-0.3999999999999986,-3.0,-61.53426482270288,-0.09694751754218967,0.054896169799460104,3.9869086249663424
6635,0.08720781382596643,0.6797369599034244,12.079108124468988,-0.8000000000000007,-2.4000000000000004,-77.34048637668263,-0.09066920575465254,0.0672428375364893,3.978745655437153
6636,0.024782242605737803,0.7602726124986106,13.922406217419805,1.1999999999999993,-3.0,-77.08851535629509,-0.12521048371964283,0.06717567800790647,3.8962086513589695
7111,-0.04604512714100828,0.2942910366096889,6.535907234580236,-6.399999999999999,0.20000000000000018,-44.172693763616735,0.026608571777238854,0.036021758265607495,4.1685067485878715
7131,0.1176910934212243,0.6565584931663455,12.777722276257947,-0.1999999999999993,-2.5999999999999996,-65.78449608873473,-0.24922123132474305,0.0463264365287861,3.8513298708005506
7132,0.07439889668185629,0.6409796411887569,12.680521500345051,-4.0,-0.20000000000000018,-129.131737952413,-0.37824178926936636,0.02974852988809573,3.8981594146901513
7133,0.10268463683007134,0.6478035691368209,13.43113181890024,-1.0,-1.0,-50.171781069538554,-0.02461118837280596,0.03285749228381096,3.8865610666550734
7134,0.09995772068137887,0.6817151093184446,12.754898387599425,-2.8000000000000043,-1.0,-73.58024291834818,-0.03945081196141054,0.03404269523872472,3.839734751237061
7135,0.07409157646624465,0.48073002977347556,9.603626757949343,-4.199999999999999,-0.8000000000000007,-88.45402114042116,-0.21143888775319142,0.04001855166051538,3.8479504360423293
7137,0.0931195885714855,0.5250210724108637,10.770940866214815,-3.8000000000000007,-0.1999999999999993,-57.651271012445136,-0.13153222558773714,0.029497670714016877,3.97101039920601
7138,0.08436833932228627,0.6246457216192809,12.96462738667634,-3.1999999999999993,-1.4000000000000004,-96.69901781291844,-0.2885959543496408,0.04109833914849137,3.991344410057729
7140,0.11204431846628005,0.4448436527122688,8.618112152712612,-7.0,0.40000000000000036,-81.20072198398793,-0.17764915719097374,0.030251002307714714,3.893694182155871
7141,0.053701831762048347,0.49016495389214754,9.88752244032625,-2.0,0.5999999999999996,-61.44703923883071,-0.05384974779522511,0.03052047962499138,3.959242301995396
7143,0.13452676046240564,0.6211284419668868,11.947424881760611,-2.1999999999999993,0.20000000000000018,-106.6565591976314,-0.2718804398203034,0.035672505601897164,3.9137844471081444
7211,0.05052242311919786,0.4899717181165837,10.610768142162996,-1.8000000000000007,-0.5999999999999996,-84.47185627230908,-0.29768847548122057,0.038608710198475116,3.902926105820878
7231,0.1516385220426999,0.45372500200748256,9.22904407025743,-5.0,-0.40000000000000036,-78.4523921670874,-0.20559983402422022,0.024877348988702863,3.8104724018440033
7232,0.11891298513345738,0.5530923439977098,10.246658398309634,-1.6000000000000014,-0.20000000000000018,-90.97089621535622,-0.025822338074892093,0.017364726435396882,3.9233624686971957
7233,0.05962298830589896,0.6832410711231987,12.211962217504194,-0.1999999999999993,-0.7999999999999998,-97.93213244504221,-0.30016981753544414,0.0349481746546898,3.9218524214447688
7235,0.12960898779753105,0.560542628963141,11.46580417829611,-1.8000000000000043,-1.0,-88.70147279261403,-0.06850947826966558,0.05174737483279124,3.8144450276212507
7311,0.04399647591814393,0.3758759389878037,8.839940047879963,-4.800000000000001,-1.799999999999999,-1.56087515750977,0.289133661824323,0.04213164965031169,4.057437302930659
7312,0.018921669424757148,0.603708080873071,12.823381532812647,1.1999999999999993,0.7999999999999998,-60.062328127241585,0.012209021470944048,0.04503405913661229,4.026084733827981
7313,0.04546800659038919,0.6299173941540044,13.814351782761534,-2.0,1.0,-58.091625335165475,-0.01917340302180559,0.03361085604866343,3.876719667249618
7314,0.058594630676115145,0.3209901828727464,7.5940216630176,-4.0,-1.5999999999999996,-4.205125892481647,0.20103303701266007,0.05598252920628877,4.480414063919978
7315,-0.004275894058491936,0.627106653480368,14.412558078418655,-1.8000000000000007,-1.7999999999999998,-83.87052222857392,-0.19309302256806404,0.05165315342714649,4.190207664496337
7316,0.058167310047290144,0.5745775304011929,12.87778755944764,-1.6000000000000014,-0.1999999999999993,-28.084101860876217,-0.035405851649363385,0.04384669453386891,3.851547393443259
7317,0.010623811767387803,0.7867719684863754,16.189387707562915,3.3999999999999986,-1.2000000000000002,-101.349293545313,-0.2700212821251706,0.043056377003861,3.858475647721271
7318,0.02602835530213543,0.404831627471669,9.663332029944655,-3.1999999999999993,-1.5999999999999996,-50.435441150907764,-0.19259546783246284,0.03152827386449886,4.015116721431632
7319,0.09866645056708379,0.35659133351958516,8.25360624285392,-3.0,-1.3999999999999995,-45.114912846762195,-0.017015142331942013,0.04517831032230113,4.002147018185057
7320,0.20859346744415452,0.6160819634862058,12.904449512746353,0.3999999999999986,-2.0,-89.7331243840664,-0.09320349943579309,0.03127549285281539,3.9102104866780496
